size,steps,family,seed,output,schrodinger,string_m,dirac,maxwell,einstein,thermo,hawking,radiation,continuity,continuity_improvement_ratio,continuity_fit_corr,core_score
64,100,mixed,115,results/sample_outputs/simulation.csv,0.9203380242448571,0.937869544438229,0.9990125492441125,0.9988738846936888,0.9721997600442676,0.8042254186355791,0.7374803574647479,0.9364764286237149,0.6538087086993982,0.450290168618912,0.8453882321283904,0.884476075120955
